text,status
Bùn nhở,0
Pháo thủ toang cmnl,0
Bóng khùng bóng điên,1
Làm thêm chục triệu mở hòm csgo anh ơi V,0
Lê Huyền người ư sinh vật hạ đẳng chứ ngươi ai lam thế,1
Cao Lãnh với chúng tôi làyy,0
Làm nhẹ cho nó được,0
ặc,0
Ai xin nhắn tin tôi đi,0
Goodnow Tran lo ở nhà đi ra ngoài tiết diên mày bị mắc bệnh giờ tui cam đoan là như vậy,0
Nhìn chị Minh Hiếu có duyên hết sức nói chuyện rất chân thật mặc dù mỗi lần live chửi rất táo tợn nhưng nghe và nhìn chị ấy rất thánh thiện và chất Chúc chị luôn vui khoẻ và hạnh phúc Mong có dịp sẽ được gặp chị,0
Dễ thương và duyên quá Cô ơi Love Cô,0
Lê Thị Bích Hồng thằng trẻ trâu,1
nhớ nuôi kiểu tóc này mới đủ combo nhé anh em,0
Chang Chang,0
Nguyễn Trang nói thật mị,0
người thì giết mạng người thì feed tụt lồn,0
Có phải nổ lực là có được đâu phải có chút gọi là may mắn nữa,0
Panda Thái đã xem,0
Luôn ủng hộ K ATM,0
Còn bạn này nữa thầy ơi,0
Giọng cuốn vãi cặc,0
Nguyễn Đào Nguyên,0
thế thua gì bác không công khai mà cả VN điều biết tên em nó bác nghĩ người ta đón được sao,0
Ai ki nghe nói cũng đi ý về,0
không có thì sảng xuất ra,0
Hợp lí anh ơi,0
Đc anh ơi,0
Con người sao lại như vậy,0
Bảo dan tri thap thì tự ái,1
Tại sao phải trả lời thầy,0
Cái trend Nghe có vẻ mãi chúng nó vẫn chưa chán nhỉ,0
Đang lúc dầu sôi lửa bỏng bay kiếm cái lồn mẹ nó hay gì á rồi đem bênh về đây cho nhà nước nuôi tốn cơm tốn gạo,1
Con nho nay hom truoc chui Ong ba Cha me cả nguoi Vn la minh biet no bi Ma nhap no truoc khi bi chet gao thet kinh hon de truoc khi xuong dia nguc,0
Anh Minh chậm cái con cặc,1
reaction thầy ơi,0
Đoạn đánh răng chiếm quá nhiều thôi,0
Đù dại ghê bọn đấy ngày nào nó cũng lên Phường xiên cho nó cái đuợc tiếng luôn vào khám mấy anh chị cũng thương xiên hết mọi thằng trên Phường luôn cho nó Sum,1
Chị cho em triệu đi làm chim đi huhuh,0
Tóm lại là chửi nhau phải có văn hoá em thích fanpage rồi đấy,0
A tiệp,0
Khi đi nhớ đem theo Susan nhé thầy,0
cái tay cái tay,0
Vẫn có người tặng quà va len thai cho mình mọi người ạ,0
Giật cho mất mẹ cả cái mụn ruồi,0
Tóm lại là con gái hay trai bực mình vãi lồn nhìn hoài không ra,1
Đào Hà Văn Rinaky Cn anh chị ơi cẩn thận nhé ạ,0
Điều kiện hạn chế viruss phát táng có thể là phòng trên độ là cơ bản Còn mọi thứ điều cis thể Hãy đọc kĩ những bài nói về viruss corona the trang chính thống nhé,0
Bắt được đừng chữa nhốt vào cho chết luôn loại này đừng để đẻ trứng,1
Optimusthree với sức mạnh,0
ha ha,0
ông thế mọi người không biết à Trần Dần mắc bệnh từ khi chưa có dịch à ông này mắc loại bệnh còn nguy hiểm hơn Covid,0
Đồng bọn nhỏ đó khi vô tù,0
Nguyễn Thị Luận Hà Nam cũng vậy,0
gáy to thế mi anh,0
Bảo Tín đi du lịch gặp con gì ngứa ngứa ở biển em đã sợ lắm rồi sao xuất hiện con này nữa,0
Học cách kiểm soát bộ não của mình đi thích thì tiến tới ghét thì bỏ quá,0
Phạm Linh không co cái lồn,1
Qtrong gì trước sau gì chẳng về nhà,0
Tức diêng là thần tượng vẫn còn ngon cơm Tức diêng là mắt thấy tai nghe chứ không phải nằm chiêm bao,0
Con Thương cô lắm,0
Cực kỳ thu,0
Thánh chửi lãnh án,0
xe chở súc vật mong người dân hãy tránh xa đề phòng súc vật phóng uế lung tung làm mất vệ sinh,1
À thế bạn ý hát bài gì jui có ai giới thiệu cho mình được không Lâu jui mình chẳng nghe bài hát mới nào cả,0
Chúc anh em năm mới vui vẻ an khang thịnh vượng,0
Có táo quân thỳ mới là tết chứ,0
Samsung vẫn đi làm bình thường nhé mỗi ngày đi làm là ngày vui,0
Chú trung đầu L chứ chú tí đầu lân cái lồn gì,1
Chi đep quá chi em thích quá,0
Oh shjt,1
Cáo từ,0
Nhật Long toang Kiểu này còn lâu lắm,0
Hiếu Bùi sủa dơ,1
Ok trung khá bảnh,0
quản trị viên nói xạo à bê tông ăn thế nào được,0
Con thuong co ba,0
Á nhà tiên tri ủng hộ nghị quyết rồi nhé,0
Nguyễn Thị Phương bạn ơi cho mình xin ảnh để sống ảo được không ạ,0
Chào nhà báo vũ hoàng Lân Chào danh hài vũ trụ trần dần,0
Ok đẹp trai,0
Lan Hoa Tùng có dùng tài khoản clone đi bình luận đâu dạo,0
ăn bận như cac họ,1
Cực kì thuyết phục,0
Nhảy thế kia nhỡ may tiếp đất không chuẩn lại ngã thì sao thôi tôi tớ nhiều cứ bảo thằng ra cõng cho chắc,0
Chửi hay lắm quản trị viên,0
Chào nhéee,0
Thu Trang,0
Đau đầu vãi lồn,0
Mày nói như lồn Bọn đa cấp nó đóng thuế còn gấp chục lần doanh nghiệp Tao cho thằng chủ đề ăn lồn không oan chứ thằng bên dưới,1
Thế cơ á,0
Day khong phai la con nguoi nua tinh tinh tinh,1
tks thầy nhé,0
Quá ngu lồn đi,1
Fan cô Minh hiếu đâu ta,0
Nguyen Ngoc Tam gia phú phải không,0
Tình đồng chí thật kiên trung Sách lịch sử dạy giặc tra tấn dã man thế nào cũng không mở mồm có,1
bác dần chớm có tình yêu nước rồi đấy,0
Toang quá thầy ơi,0
Làm cái đéo gì thì làm đừng để người ta nhắc đến VN là gắn với từ ăn cắp,1
ba rọi béo nói chuyện dễ thương quá,0
Cả nước đồng lòng riêng em thi không,0
Còn ngưỡng mộ có ba nhé ha ha,0
Báo công an đi rồi quản lý thị trường hốt em luôn thể,0
Im mẹ đi thằng mặt lồn,1
thằng quản trị viên này não bị delay năm à,1
How to nói đểu vợ,0
Mới hả mọi người,0
Ad hãy tìm số báo nào của báo quân đội khi viết ba rách ông ba ma và đô na trăm Vãi báo,1
Bọn chó sủa bậy,1
Thì ra thầy đã có tính tấu hài từ lúc làm tuyển thủ chuyên nghiệp,0
Sếp nhà mình cũng thế,0
bon comcom đơn vị tác chiến điện tử với nhật ký yêu nước địt mẹ chúng mày vào mà đọc tưởng ai cũng như chúng mày hết đấy,1
Các em này khi vào báo công ngủ với ác hồ thì phải chỉa vào mặt ác hồ như thế này nè,1
Giận đéo mặt,0
MV khá chất lượng,0
Đi làm cũng khổ,0
Thầy duo với levi để Tú bơ vơ,0
Lại người nữa ra đi,0
Bác ơi chói quá,0
Tự hào quá VN ơi,0
Khổ thân anh độ giải này mà nát mấy ông anti lại um lên cho mà xem Rồi team lại đủ thứ buồn Còn ngày mai nữa mong các anh cố gắng,0
Ai yêu nhắn tin nhé,0
Chu Hoài tạo hình suốt mà giờ mới trend,0
em mê con nhỏ ngoài Trần Duy Hưng nhưng phải cố gắng nhiều hơn,0
Tại mấy anh tàu mà ra,0
Sợ thật ấy,0
Xin phép cả nhà nhé,0
so với nghệ thuật sắp đặt trị giá tỷ vnd của ông Hoàng Trung Hải thì tác phẩm trái chuối rất là chuối,0
Nước hoa đểu lấy đâu ra xịn Hot girl đéo gì nhìn xấu vãi cả lồn thề,1
Sam luôn luôn đi theo cặp nhé con chồng lên nhau ý,0
Trường Giang no no Đg chỉ trích vì tính ích kỷ K nghĩ cho người khác Chứ bà ấy sống thì tốt thôi chứ có gì đâu,0
Chúc mừng năm mới,0
Quân tâm anh em có link xem chưa bao phê luôn anh em ơi,0
Thầy làm gì cũng được đừng ra MV hát là được nhé thầy Nói chứ địt mẹ mãi yêu thầy,0
cứ như là kịch bản hay cho việc hợp lý hóa xây sân bay long thành,0
Cổ động viên quảng ninh nhưng rất thích chất cổ động viên hải phòng,0
Đưa ông già đi trốn hợp lý hơn,0
Suni Hạ Linh sau khi thấy video này,0
Bóng dơ,1
Mai Ánh Thi có nhé em ơi nhắn tin nhé,0
Có tiền đi đường quyền,0
Trần Bình Trọng Vừa xong không thích các bác sống nhanh vãi lồn,1
Tôi nghĩ tiền không làm gì được các ông ạ,0
Nhớ đến đấng nhé gà,0
Mê cô quá,0
Vô tình thấy giống anh quá,0
Đặng Thái Hoàng Châu dư âm từ năm này sang năm khác,0
Tú không cho ba rọi béo blue và cái kết,0
Fan cứng nè,0
em đây anh ơi bây giờ em mới nhận ra bên em còn có người anh tuyệt vời như anh anh Độ ạ,0
I love you to cà mo,0
Đumoe nói leo,1
Pha đánh răng ám ảnh nhất lịch sử điện ảnh có thể lưu truyền mọi thời đại là biểu tượng để các diễn viên học tập theo,0
Đu má tu biên tu diēn luon,1
hoc con cặc gi nua ve san voi ma kiem an vậy,1
Thanh Phương chị làm bài đánh giá đi chị,0
Đình Quang thô nhưnh thật quá bác ạ,0
Abe có thể chiếm đoạt được trái tim của Tiểu Tiểu nhưng riêng blue của Tiểu Tiểu thì Abe tuổi lồn chiếm đoạt được vậy,0
Đúng là chó làm người phải chịu hài,1
Bùi Minh Huệ người mình thích ưii Anh thích em đó,0
Cô Minh hiếu nói chuyện thật thà dễ thương quá,0
Ai biết tên kiểu này là gì không ạ,0
Uống nước là đi tù,1
đéo hiểu kiểu gì,1
em chúc panda của ba rọi béo yêu dấu vui vẻ nhé và đừng quên xoá kênh,0
Đờ mờ cuộc sống,1
Phải xử lý hình sự mới sáng mắt ra được,0
Dạo này nước mỹ không được an toàn Sao không thấy cây súng của nhà tien tri vậy,0
em về tộc anh rồi nhưng chưa có fc,0
khó chịu vãi,0
Ri thì như thor luôn,0
Góp vui một tí,0
Mọi người xin dành chút thời gian nguyên góp mỗi người thích vào ảnh đại diện của tôi được không,0
triệu hồi phúc nghẹo trọng lú,1
nói vậy thôi cho dân chúng bớt xoắn lên nhưng thực chắc cũng đâu vào đấy nó chơi ngầm thì đố ai biết cái nhà nước này nó nát bét hết rồi các bác đừng có mơ làm nhà nước nữa từ cấp đã xác định là làm nghề gì mà không liên quá nhà nước rồi vì tao biết g,1
Thời gian ủ bệnh lên tới ngày khả năng cao vẫn phải cách li theo dõi thêm,0
Mặt độ trông buồn cười vãi lồn kiểu con ơi cho bố cầm mới ha ha,0
Pha xử lí hay nhất từng xem,0
Thêm quả carô ở trong nữa nhìn chán,0
Bà này đỉnh thật Nữ tướng đáng khâm phục Giá như mà Việt Nam Có sự lãnh đạo của bà thay cho NTKN thì hay cho đất nước,0
dư luận viên vào ẳng nào,1
from,0
Nghe kì kì sao á Con trai với mẹ mà liệu mấy cái lời nghe,0
Lisa cai lậy,0
Tq hắc xì cả thế giới phải rung chuyển,0
NGHIỆP BÊ ĐÊ NẶNG LẮM R MÁ ƠI,1
Duy Trần xin video với,0
Yêu thầy,0
Nó giống vãi lồn anh ơi,0
Cũng đã đến lúc những người làm công tác bảo vệ an ninh các khu phố cần vào cuộc Vì hình ảnh của đất nước không để mấy thằng lưu manh làm mất mặt được,1
quản trị viên em muốn mua cái này mua ở đâu ạ,0
Lại lên cơn hoang tưởng bậc cao hơn,0
Nguyễn Minh bộ ba siêu phẩm rồi sao đọ,0
Phương Minn tôi nghĩnh nhỉ lạ lồn nhỉ Rõ ràng cố tình tạo phốt để bán hàng trực tuyến mà làm như hay lắm Sống dơ vậy ai mua đồ cho trời,1
trần chuẩn,0
Min,0
HÌNH NHƯ THIẾU X,0
Chỉ địt xã giao thôi,1
Trúc Ngân ơ sao lại đi so sánh đỉnh cao của cây anh tê em với đỉnh cao của Jack vậy bạn Thiệt là khập khiễng với cả thiệt thòi cho bạn nện đàn vợ,0
Hoàng Kiên nói đúng lại còn chuẩn,0
Có con cặc nè em,1
Page lâu lâu nói chuyện chuẩn dễ sợ,0
Kinhh,0
Quảng cáo lộ liễu quá,0
Nghĩ ló chán,0
Nghe thế thôii làm theo mấtt hết,0
Loại này phải,0
buồn anh ạ,0
Mong mấy bác được cách li ở nhà đừng trốn là em vui rồi cứ đi nhông nhông thì em cũng sợ,0
bậy zòi nhìn bên trái đi đừng nhìn bên phải,0
hợp lý anh ơi,0
Nguyễn Trọng Hiệp hiệp bmw à,0
Do lười chụp ảnh có mỗi kiểu chụp trộm thôi,0
Thân hình phụ huynh gương mặt học sinh,0
Giống như câu Ngêu sò tranh nhau Ngư ông đắc lại,0
Đinh Nguyễn Vươn Anh Tuan,0
Vũ Mai Ly ơi thật á,0
Huyền Khánh Phùng chả vờ chả vịt,0
Nguyễn Định tui sợ á,0
Minh Tran à mình nghe cũng nghĩ là người miền trung mà bà ấy không biết phân biệt,0
Chị ba sang quá à Đi hửi quần xì của con les,1
Đi sau Việt Nam hàng thập kỉ,0
chúng mày phải thông cảm các anh ý đều có ước mơ làm hình sự nhưng dòng đời xô đẩy phải đi làm trật tự và giao thông,0
Hang Vu đú trend lâu roài,0
Thuyết phục vãi lồn,0
Rõ ràng chức danh chủ tịch mà sao ý thức lại khác vậy,0
Nguyễn Thanh Mai Trúc tao hay kể chuyện cười cho mày nghe nhưng làm việc gì nhớ tập trung chuyên môn nghe chưa,0
Nhà nói dóc nhà ảo tưởng chứ biết con mẹ gì mà tiên tri,1
bạn trai nhà người ta chưa bao giờ làm tôi thất vọng,0
đợi ơi,0
Tiêu Chảy Cấp,0
sang năm mới mong anh bớt hí nhé,0
Lúc đó tôi tưởng thế là ngầu,0
nhìn chất vãi lồn anh ơi,0
Nguyễn Tuấn Phong thương chị quá,0
Âu cũng là số phận muốn đóng vai thiện nhưng đời xô đẩy,0
Hi vọng chị kế toán cũng thấy cái này Chị ơi vì một cái Tết ấm no hãy thương tụi em,0
Ngọc Huy học hỏi thần tượng để có quả đầu đẹp nhé,0
BenBen Duong,0
ơi cưng quá cô ơi,0
Chui nua di co cho bo tat ngua,1
Nể nhất anh phóng viên Ngồi mặt tỉnh bơ không biến sắc,0
Vợ em mấy anh ơi em lớp trưởng nè,0
bản kia hay hơn,0
dạo này pản động nhiếu quá mấy bạn bò đỏ à,1
chất vãi lồn anh ưii,0
Ủa anh nói hay vậy,0
cái cap hơi gây war đó nhé vậy tui nói chương trình mấy người này nọ mấy người chịu không nói gì thì suy nghĩ vào xin lỗi chứ chương trình có duyên mà bình luận đéo có duyên thì dẹp hay im mẹ mồm cho xong Thân,1
Nhà tiên tri hay đấy ông có thêm phiếu về VN chơi nhé,0
đặt khô gà ở đâu vậy thầy ơi,0
Ngọc Như chắc là sẽ bíu ty phun lắm đây,0
nhà thầy đâu tết ghé coi,0
Lê văn tám là hư cấu à bacd,0
dân miền tây nam rất thích đeo vàng khoe khoang nhỉ,0
Cưng bà ấy dễ sợ,0
Tiên tri vũ trụ múa võ vui kinh nhỉ thấy tiên tri dùng thế cuối rồi nói câu súng bắn không trúng dao chém không lủng tự dưng muốn cười kinh khủng ha ha ka,0
ĐM HCM Đường mòn Hồ Chí Minh,1
Lại dễ ăn quá làm ở nhà nhé,0
Đinh Phước sống nhanh chậm tao chửi hết,0
Cô ba Minh Hiếu xuất sắc quá nè mọi người,0
Mời Dì Hai ca sỹ Tuấn Phong đi Anh Chị,0
tao bên này tao còn đéo giám dùng tien mà sao chị xạo lồn vay nhà toàn trả góp sūa cái lồn,1
Duy Trần xin video luôn ông ơi,0
Lộc đéo bình luận là bác được yên rồi Lộc bình luận cái bác lên nóc nhà bắt con gà Bãi đéo nào cũng có dấu răng của L,1
Sao thầy không múa quạt nhỉ,0
Ngô Tấn Hưng ông đang nâng trình Thầy Ba hay kéo trình Duke xuống vậy,0
Lại nghĩ cảnh tập trận chống bạo động đại hội Đảng Cứ tập trận như đúng rồi sợ dân ta đến biểu tình nên phải làm vậy đây mà,1
Con này không bỏ tù cũng phải bồi thường thiệt hại cho đất nước thì mới mong được sự tha thứ,0
Đúng là chỉ còn loi không mà hai văn được,0
Thứ ngu như mày nói chuyện mất thời gian đi học lại lớp mẫu giáo đi,1
May là có ý thức chứ không như mấy người bỏ trốn,0
Nguyễn Đạt tôi nói không cùng gu mà anh,0
Người Cao Bằng đẹp trai là thế đấy các bạn ạ,0
Kb nhắn tin có video,0
Bé bú trên để bố bú dưới,0
Ba gà dẫn gái về phong stream,0
Sao cô giống đàn ông thế cháu tưởng đàn ông,0
vì yêu anh nên em nguyện làm người tăng động,0
Tối nay em sẽ đi học chứ không đi chơi nhé ABe,0
Bố lạy mày đừng hiếp dâm thị giác của bố nữa quản trị viên à,1
Nguyễn Hoàng Hoài Thương,0
Đỗ Thuỷ Trinh giông y mạng nhà mày,0
toàn dân công giáo,0
Hóng phim ra rạp,0
Bạn bị phạt khi chê lãnh đạo kênh kiệu ngu cùi bắp không phải vì bạn xúc phạm họ mà vì bạn đã lộ bí mật quốc gia,1
Cực kỳ thuyết phục,0
Có ai chơi gay không nhắn tin mình đi,0
TRAN DAN TIEN BO MOI GIA NHAP DCS,0
E khoe ké với ạ,0
được thả tim cho bạn,0
Ok anh trai,0
Gốc Tàu mà chửi trung quốc ghê,0
Cố lên cố lên,0
Dương Ly nhím,0
Phan Quỳnh Anh bóp đéo là gì mày,0
Chào các bạn quay trở lại với tòi súng vlog,0
rách háng như chơi,0
Có vẻ là người nổi tiếng,0
súng bắng không chết dao chặc không đức tất nhiên vi trùng tô vít sao xăm nhập được Dần Đần tui cam đoan là như vậy ơn trời Dần Đần có món thần quyền môn nếu không giờ tò tí te rồi,0
Hàng Fake bạn,0
Động cơ quyên góp tiền là gì,0
Đm Ad mày óc cứt lắm Đm người ta khổ chứ Đéo rảnh lên đăng ba cái tào lao như mày đâu mày cho người ta được đồng xu cắt bạc nào chưa ở đây xạo lồn mẹ mày sinh cái tay mày ra trước hay sao mày ngu vậy,1
Nổ như chó,1
T đã đi ngủ từ lúc rồi nhưng đéo thể nào ngủ nổi,0
công nhận cái khẩu trang giống thật còn,0
Đúng là ở Kingdom đẳng cấp khác hẳn,0
Có lồn đâu mà lấy tỷ chùi trời,1
yếu đuối vãi lồn thế thì sao bước quá nổi sóng gió cuộc đời,0
Hợp lý,0
NHÌN CÁI BÚT ĐÃ MUỐN ẤY ẤY,0
Òa là thầy giáo lại vừa đẹp trai lại chu đáo mê quá đi à,0
Khôn ra rồi đấy T sẽ cho mày ở lại trái đất,0
Nhớ bà ấy binh lắm mà,0
Sam Sam hậu hoàng đó,0
Bao giờ cho đến ngày xưa chúng ta hãy biết ơn lịch sử suốt từ thời lần đánh Nam hán trên sông Bạch đằng đừng như bây giờ tên cũng không dám gọi chúc Bác Lượng luôn an toàn,1
Nó chửi như vậy mà vẫn là cô Linh cơ à Không có lòng tự trọng sao,0
Nhìn bà trang giống tăng thanh hà ghê,0
Phải chăng VN sẽ chia làm đôi miền bắc theo khựa miền nam theo mẽo miền trung chắc theo lào,0
Hợp lý hơn nè ba rọi béo,0
Cách ly tại nhà rồi nhaa mọi người,0
Bao nhiêu cái tý trôi quá rồi Mà vẫn không thấy đâu Quá buồn,0
Đéo biết game phải để giải trí không nữa,1
Có màu rằn thế này Ko bạn,0
Kanh Nè,0
chịu cứng,0
Đã dislike video âm nhạc của Jack để ủng hộ Cây Ây Ti Em,0
Diễm Ngọc vui thôi đừng vui quá,0
Lưu Bảo Toàn đọc hại não vãi cả lồn,1
Tưởng gì bắt chước trend của mình hồi nhỏ ngàn trăm hồi đó,0
Khỏi đi để cháu còn đi học,0
Thầy địt mẹ giả tạo vãi lồn,1
Đỷ chị minh hiếu,1
Giáo án malphite của thầy thật bổ ích,0
NhungCovid tài trợ hết lo gì,0
